sampleId,geneSymbol,expressionLevel
GBR003-102_C2D28_Tumor,BID,-1.4169
GBR003-102_C2D28_Tumor,MAPK10,-1.543404
GBR003-102_C2D28_Tumor,FCN1,-1.146864
GBR003-102_C2D28_Tumor,H2AFX,-1.439843
GBR003-102_C2D28_Tumor,CBLC,-1.152166
GBR003-102_C2D28_Tumor,CASP3,-0.653619
GBR003-102_C2D28_Tumor,CD226,4.272323
GBR003-102_C2D28_Tumor,PIAS4,-1.015345
GBR003-102_C2D28_Tumor,HLA-DRA,4.626112
GBR003-102_C2D28_Tumor,ULBP2,-2.433518
GBR003-102_C2D28_Tumor,CASP1,0.137677
GBR003-102_C2D28_Tumor,MS4A2,-1.189152
GBR003-102_C2D28_Tumor,HSD11B1,-2.100377
GBR003-102_C2D28_Tumor,GAS1,0.081812
GBR003-102_C2D28_Tumor,FUT4,-1.871836
GBR003-102_C2D28_Tumor,CSF1,-0.793057
GBR003-102_C2D28_Tumor,FAM30A,-4.346438
GBR003-102_C2D28_Tumor,ITPK1,-0.084279
GBR003-102_C2D28_Tumor,BCAT1,-1.452912
GBR003-102_C2D28_Tumor,CD80,-1.885467
GBR003-102_C2D28_Tumor,C1QB,1.714413
GBR003-102_C2D28_Tumor,RELN,-3.313365
GBR003-102_C2D28_Tumor,ICAM5,-2.616528
GBR003-102_C2D28_Tumor,MAML2,-0.548528
GBR003-102_C2D28_Tumor,OLR1,-2.305839
GBR003-102_C2D28_Tumor,NFKBIE,-1.434841
GBR003-102_C2D28_Tumor,WNT11,-1.359553
GBR003-102_C2D28_Tumor,LILRA3,-1.393006
GBR003-102_C2D28_Tumor,TNFSF13B,-2.057381
GBR003-102_C2D28_Tumor,AIRE,3.447856
GBR003-102_C2D28_Tumor,TDO2,-2.617021
GBR003-102_C2D28_Tumor,MAP3K5,-0.720194
GBR003-102_C2D28_Tumor,HLA-F,1.931326
GBR003-102_C2D28_Tumor,CD3E,-1.071633
GBR003-102_C2D28_Tumor,RRM2,-0.182134
GBR003-102_C2D28_Tumor,C7,-0.961348
GBR003-102_C2D28_Tumor,TNFRSF14,0.567629
GBR003-102_C2D28_Tumor,FCGRT,2.023486
GBR003-102_C2D28_Tumor,WNT2,-4.346085
GBR003-102_C2D28_Tumor,MICB,-0.96326
GBR003-102_C2D28_Tumor,HMGA1,0.782643
GBR003-102_C2D28_Tumor,IL21R,-0.923595
GBR003-102_C2D28_Tumor,CD300A,-1.267382
GBR003-102_C2D28_Tumor,TWIST1,0.266286
GBR003-102_C2D28_Tumor,IL1RN,-3.338105
GBR003-102_C2D28_Tumor,CXCL1,-1.75607
GBR003-102_C2D28_Tumor,SFXN1,-0.053499
GBR003-102_C2D28_Tumor,GNLY,0.342238
GBR003-102_C2D28_Tumor,ULBP5(RAET1G),3.841586
GBR003-102_C2D28_Tumor,NID2,-0.619114
GBR003-102_C2D28_Tumor,NECTIN1,2.092425
GBR003-102_C2D28_Tumor,SERPINA1,-1.567238
GBR003-102_C2D28_Tumor,NKG2C(KLRC2),5.050171
GBR003-102_C2D28_Tumor,PDGFB,-0.846146
GBR003-102_C2D28_Tumor,HLA-B,5.272251
GBR003-102_C2D28_Tumor,VCAM1,-0.15473
GBR003-102_C2D28_Tumor,HLA-DPB1,3.092649
GBR003-102_C2D28_Tumor,HLA-DOA,-0.11678
GBR003-102_C2D28_Tumor,GBP2,1.815367
GBR003-102_C2D28_Tumor,ATM,0.585909
GBR003-102_C2D28_Tumor,PSMB8,0.653475
GBR003-102_C2D28_Tumor,MLH1,-1.13762
GBR003-102_C2D28_Tumor,STAT6,6.10407
GBR003-102_C2D28_Tumor,PLA1A,-3.163677
GBR003-102_C2D28_Tumor,NT5E,0.879668
GBR003-102_C2D28_Tumor,TOX,5.120516
GBR003-102_C2D28_Tumor,PALMD,-0.239565
GBR003-102_C2D28_Tumor,UBA7,-0.074149
GBR003-102_C2D28_Tumor,PIK3CD,-0.363365
GBR003-102_C2D28_Tumor,NOD2,-0.742715
GBR003-102_C2D28_Tumor,CEACAM3,-0.337291
GBR003-102_C2D28_Tumor,RIPK3,-1.542014
GBR003-102_C2D28_Tumor,IL1R2,-1.111108
GBR003-102_C2D28_Tumor,JAK1,0.708041
GBR003-102_C2D28_Tumor,LBP,3.880262
GBR003-102_C2D28_Tumor,ENO1,2.285854
GBR003-102_C2D28_Tumor,LILRA1,-1.436861
GBR003-102_C2D28_Tumor,BBS1,-0.989708
GBR003-102_C2D28_Tumor,MYD88,-0.993415
GBR003-102_C2D28_Tumor,CXCR3,-1.482441
GBR003-102_C2D28_Tumor,CD1C,0.730697
GBR003-102_C2D28_Tumor,TLR9,-2.166006
GBR003-102_C2D28_Tumor,CCL7,-3.623967
GBR003-102_C2D28_Tumor,CPA3,1.149865
GBR003-102_C2D28_Tumor,SH2D1A,-1.505586
GBR003-102_C2D28_Tumor,CCR4,0.701041
GBR003-102_C2D28_Tumor,HDAC4,-0.923297
GBR003-102_C2D28_Tumor,POLD1,-1.843393
GBR003-102_C2D28_Tumor,PTPN11,1.217075
GBR003-102_C2D28_Tumor,JAK2,-0.104969
GBR003-102_C2D28_Tumor,WNT10A,-1.791509
GBR003-102_C2D28_Tumor,ITGB2,1.051928
GBR003-102_C2D28_Tumor,TYMS,-0.257804
GBR003-102_C2D28_Tumor,KAT2B,1.286012
GBR003-102_C2D28_Tumor,ITGA6,1.55426
GBR003-102_C2D28_Tumor,TBX21,-1.290991
GBR003-102_C2D28_Tumor,BRCA1,-1.826588
GBR003-102_C2D28_Tumor,COL17A1,2.754504
GBR003-102_C2D28_Tumor,BIRC3,-2.290262
GBR003-102_C2D28_Tumor,KRAS,-0.631104
GBR003-102_C2D28_Tumor,IL11RA,-0.80053
GBR003-102_C2D28_Tumor,PI-9(SERPINB9),4.861594
GBR003-102_C2D28_Tumor,SIRPA,0.026437
GBR003-102_C2D28_Tumor,CEBPB,2.115735
GBR003-102_C2D28_Tumor,VTCN1,-1.756751
GBR003-102_C2D28_Tumor,SGK1,1.043457
GBR003-102_C2D28_Tumor,NLRC5,-0.357207
GBR003-102_C2D28_Tumor,CCL8,-1.7688
GBR003-102_C2D28_Tumor,TRAF1,-0.621886
GBR003-102_C2D28_Tumor,ADAM12,-1.882112
GBR003-102_C2D28_Tumor,MMRN2,0.358165
GBR003-102_C2D28_Tumor,PTGS2,-1.811881
GBR003-102_C2D28_Tumor,SMAD5,-0.263042
GBR003-102_C2D28_Tumor,CEACAM5,2.810328
GBR003-102_C2D28_Tumor,LCK,-1.422448
GBR003-102_C2D28_Tumor,ITGB3,-2.248109
GBR003-102_C2D28_Tumor,FCGR2B,-3.758333
GBR003-102_C2D28_Tumor,NRAS,0.321758
GBR003-102_C2D28_Tumor,IL34,-2.02944
GBR003-102_C2D28_Tumor,LAMA1,-2.646767
GBR003-102_C2D28_Tumor,CLEC4E,-2.439095
GBR003-102_C2D28_Tumor,IL18R1,-0.849656
GBR003-102_C2D28_Tumor,MFNG,0.069982
GBR003-102_C2D28_Tumor,TTC30A,-2.290306
GBR003-102_C2D28_Tumor,TNFRSF10C,-1.330059
GBR003-102_Pre_Healthy,IGHG1,8.116946
GBR003-102_Pre_Healthy,CCNO,-3.162936
GBR003-102_Pre_Healthy,MYC,2.384209
GBR003-102_Pre_Healthy,CD79A,-3.231722
GBR003-102_Pre_Healthy,FSTL3,-1.658053
GBR003-102_Pre_Healthy,VCAN,1.56734
GBR003-102_Pre_Healthy,CX3CL1,-0.348297
GBR003-102_Pre_Healthy,ERBB2,0.356027
GBR003-102_Pre_Healthy,FAM124B,-1.943579
GBR003-102_Pre_Healthy,AKT1,1.452887
GBR003-102_Pre_Healthy,SMAD4,7.497134
GBR003-102_Pre_Healthy,KDR,-1.437214
GBR003-102_Pre_Healthy,EGF,-3.435004
GBR003-102_Pre_Healthy,MAGEA12,-4.127733
GBR003-102_Pre_Healthy,IFNA1,-4.531959
GBR003-102_Pre_Healthy,TGFB3,-1.156006
GBR003-102_Pre_Healthy,MFGE8,1.843526
GBR003-102_Pre_Healthy,CXCL2,-1.521662
GBR003-102_Pre_Healthy,CCND2,-0.90526
GBR003-102_Pre_Healthy,PDZK1IP1,1.471925
GBR003-102_Pre_Healthy,JAG2,-2.885547
GBR003-102_Pre_Healthy,C5,-3.046393
GBR003-102_Pre_Healthy,CD79B,-3.48243
GBR003-102_Pre_Healthy,CXCR2,-1.841618
GBR003-102_Pre_Healthy,PSMB10,-1.355206
GBR003-102_Pre_Healthy,ZEB1,0.683595
GBR003-102_Pre_Healthy,ANLN,-1.03103
GBR003-102_Pre_Healthy,TAF3,-2.976482
GBR003-102_Pre_Healthy,CD276,0.056674
GBR003-102_Pre_Healthy,ICAM1,-0.134163
GBR003-102_Pre_Healthy,IL16,0.010252
GBR003-102_Pre_Healthy,CXCL3,-4.243931
GBR003-102_Pre_Healthy,PRR5,-1.818627
GBR003-102_Pre_Healthy,CTSW,-3.140626
GBR003-102_Pre_Healthy,CXCR4,-2.289288
GBR003-102_Pre_Healthy,IFNGR2,1.554744
GBR003-102_Pre_Healthy,CDH11,0.139959
GBR003-102_Pre_Healthy,COL6A3,2.117715
GBR003-102_Pre_Healthy,GZMK,-2.485494
GBR003-102_Pre_Healthy,IRF2,-0.099589
GBR003-102_Pre_Healthy,RPL7A,6.402055
GBR003-102_Pre_Healthy,GPR160,-2.175887
GBR003-102_Pre_Healthy,MICA,-0.3606
GBR003-102_Pre_Healthy,TAPBPL,-1.324256
GBR003-102_Pre_Healthy,LCP1,9.095235
GBR003-102_Pre_Healthy,CXCL14,5.213642
GBR003-102_Pre_Healthy,CD14,-0.335646
GBR003-102_Pre_Healthy,IL18,1.098331
GBR003-102_Pre_Healthy,CLEC14A,-1.039445
GBR003-102_Pre_Healthy,HMGB1,-0.892485
GBR003-102_Pre_Healthy,KIF2C,-1.060548
GBR003-102_Pre_Healthy,DNMT3A,6.06991
GBR003-102_Pre_Healthy,RNLS,-2.930602
GBR003-102_Pre_Healthy,RPTOR,-0.252493
GBR003-102_Pre_Healthy,CD68,-1.113591
GBR003-102_Pre_Healthy,CCL13,0.358197
GBR003-102_Pre_Healthy,CYBB,-0.760932
GBR003-102_Pre_Healthy,PLA2G2A,-0.567697
GBR003-102_Pre_Healthy,FGF13,-2.986481
GBR003-102_Pre_Healthy,CNTFR,-2.516902
GBR003-102_Pre_Healthy,CD244,-2.091393
GBR003-102_Pre_Healthy,CSF2RB,-0.741765
GBR003-102_Pre_Healthy,MAP3K7,0.377658
GBR003-102_Pre_Healthy,FASLG,-2.15935
GBR003-102_Pre_Healthy,CD209,-2.652482
GBR003-102_Pre_Healthy,IRF7,-0.663949
GBR003-102_Pre_Healthy,PTCD2,-1.92154
GBR003-102_Pre_Healthy,PIK3R2,-0.211349
GBR003-102_Pre_Healthy,ULBP6(RAET1L),3.236306
GBR003-102_Pre_Healthy,LILRA5,-4.769136
GBR003-102_Pre_Healthy,IL32,1.617409
GBR003-102_Pre_Healthy,CCND3,-1.495858
GBR003-102_Pre_Healthy,BIRC5,1.547099
GBR003-102_Pre_Healthy,LGALS9,-1.080399
GBR003-102_Pre_Healthy,RASAL1,-2.240833
GBR003-102_Pre_Healthy,PDCD1LG2,-2.91531
GBR003-102_Pre_Healthy,IL11,-2.344002
GBR003-102_Pre_Healthy,PRKX,-3.400377
GBR003-102_Pre_Healthy,SNCA,-2.174769
GBR003-102_Pre_Healthy,ADGRE1,-5.050111
GBR003-102_Pre_Healthy,IL1F7,4.380323
GBR003-102_Pre_Healthy,PSMB9,0.949112
GBR003-102_Pre_Healthy,RUNX3,-1.684335
GBR003-102_Pre_Healthy,PGPEP1,-2.481149
GBR003-102_Pre_Healthy,MELK,-1.475962
GBR003-102_Pre_Healthy,ISG15,-0.574209
GBR003-102_Pre_Healthy,EIF2B4,-2.196051
GBR003-102_Pre_Healthy,IRF9,0.044249
GBR003-102_Pre_Healthy,IL1A,-2.73198
GBR003-102_Pre_Healthy,FCRL2,-3.574438
GBR003-102_Pre_Healthy,EIF4EBP1,-0.9602
GBR003-102_Pre_Healthy,LTBP1,1.210309
GBR003-102_Pre_Healthy,CD40LG,-2.063052
GBR003-102_Pre_Healthy,HEY1,-2.189836
GBR003-102_Pre_Healthy,HLA-DQA1,2.148259
GBR003-102_Pre_Healthy,PRLR,-4.67168
GBR003-102_Pre_Healthy,TNFRSF11A,-1.438775
GBR003-102_Pre_Healthy,AREG,-2.717452
GBR003-102_Pre_Healthy,BBC3,-0.725415
GBR003-102_Pre_Healthy,EDN1,-2.162532
GBR003-102_Pre_Healthy,PARP12,0.027227
GBR003-102_Pre_Healthy,PIK3CG,-1.357445
GBR003-102_Pre_Healthy,IL4,-2.874003
GBR003-102_Pre_Healthy,F2RL1,-0.685379
GBR003-102_Pre_Healthy,CXCL6,-4.993315
GBR003-102_Pre_Healthy,TNFSF18,-4.357946
GBR003-102_Pre_Healthy,JAK3,-0.49621
GBR003-102_Pre_Healthy,NKG7,-2.252442
GBR003-102_Pre_Healthy,TAPBP,1.907379
GBR003-102_Pre_Healthy,MTOR,0.140498
GBR003-102_Pre_Healthy,SELP,-2.121686
GBR003-102_Pre_Healthy,HLA-E,3.218716
GBR003-102_Pre_Healthy,GOT1,-0.665284
GBR003-102_Pre_Healthy,SMAP1,0.883519
GBR003-102_Pre_Healthy,CDKN1A,1.020172
GBR003-102_Pre_Healthy,CD45RA,-4.312898
GBR003-102_Pre_Healthy,HNF1A,-2.582059
GBR003-102_Pre_Healthy,TICAM1,-1.491044
GBR003-102_Pre_Healthy,C1QA,0.188533
GBR003-102_Pre_Healthy,CD86,-3.611387
GBR003-102_Pre_Healthy,ITGA4,-1.354968
GBR003-102_Pre_Healthy,ROR2,-1.993079
GBR003-102_Pre_Healthy,WNT7B,-1.899843
GBR003-102_Pre_Healthy,FLT1,-1.440803
GBR003-102_Pre_Healthy,CTAG1B,-2.929366
GBR003-102_Pre_Healthy,CLEC7A,-2.586551
GBR003-102_Pre_Healthy,TNFRSF4,-2.737919
GBR003-102_Pre_Healthy,MS4A6A,-1.657067
GBR003-102_Pre_Healthy,ZNF385A,7.574329
GBR003-102_Pre_Healthy,ANGPT2,-3.925113
GBR003-102_Pre_Healthy,APH1B,-2.510488
GBR003-102_Pre_Healthy,RORC,-2.105682
GBR003-102_Pre_Healthy,GSK3A,7.368468
GBR003-102_Pre_Healthy,NECTIN2,0.705569
GBR003-102_Pre_Healthy,DPP4,0.719353
GBR003-102_Pre_Healthy,CCL2,1.496854
GBR003-102_Pre_Healthy,HCST,6.224657
GBR003-102_Pre_Healthy,NF1,0.089738
GBR003-102_Pre_Healthy,ULBP4(RAET1E),6.770438
GBR003-102_Pre_Healthy,S100A9,8.000201
GBR003-102_Pre_Healthy,NFKBIA,2.876422
GBR003-102_Pre_Healthy,BNIP3L,1.867737
GBR003-102_Pre_Healthy,CST2,-2.669313
GBR003-102_Pre_Healthy,APOL6,1.171259
GBR003-102_Pre_Healthy,SYCP1,3.525914
GBR003-102_Pre_Healthy,LEF1,5.361468
GBR003-102_Pre_Healthy,BRD4,0.601269
GBR003-102_Pre_Healthy,SLC16A1,-1.254247
GBR003-102_Pre_Healthy,THBD,0.26534
GBR003-102_Pre_Healthy,TIGIT,-1.681797
GBR003-102_Pre_Healthy,VSIR,-1.57373
GBR003-102_Pre_Healthy,TRIM21,-0.95353
GBR003-102_Pre_Healthy,NBN,-0.409437
GBR003-102_Pre_Healthy,WNT4,-3.030015
GBR003-102_Pre_Healthy,CXCL8,-2.964404
GBR003-102_Pre_Healthy,FGF9,-5.678093
GBR003-102_Pre_Healthy,C5AR1,-2.043629
GBR003-102_Pre_Healthy,TNFRSF1B,0.281682
GBR003-102_Pre_Healthy,HLA-DRB5,3.049669
GBR003-102_Pre_Healthy,GLUL,2.814236
GBR003-102_Pre_Healthy,LY9,-1.49355
GBR003-102_Pre_Healthy,TAP1,2.254112
GBR003-102_Pre_Healthy,IFIH1,-0.157088
GBR003-102_Pre_Healthy,DEPTOR,-1.659647
GBR003-102_Pre_Healthy,CSF1R,0.989192
GBR003-102_Pre_Healthy,MARCO,-1.223271
GBR003-102_Pre_Healthy,NFIL3,-0.877814
GBR003-102_Pre_Healthy,IKBKG,-0.588687
GBR003-102_Pre_Healthy,CD58,-0.976793
GBR003-102_Pre_Healthy,STAT5A,7.180994
GBR003-102_Pre_Healthy,LOXL2,-2.489424
GBR003-102_Pre_Healthy,SPRY4,-2.817233
GBR003-102_Pre_Healthy,NFAM1,-2.853026
GBR003-102_Pre_Healthy,SYK,-1.478172
GBR003-102_Pre_Healthy,COMP,1.382979
GBR003-102_Pre_Healthy,IFI6,-0.071722
GBR003-102_Pre_Healthy,RASGRF1,-4.27804
GBR003-102_Pre_Healthy,HDAC5,-0.025272
GBR003-102_Pre_Healthy,BAMBI,-2.916413
GBR003-102_Pre_Healthy,MAGEC1,-4.023235
GBR003-102_Pre_Healthy,FYN,0.159865
GBR003-102_Pre_Healthy,TNFSF4,-3.161413
GBR003-102_Pre_Healthy,CD274,-2.349394
GBR003-102_Pre_Healthy,PRKACB,-1.326722
GBR003-102_Pre_Healthy,IFIT2,-5.396263
GBR003-102_Pre_Healthy,BRWD1,7.028624
GBR003-102_Pre_Healthy,PPARG,-3.08193
GBR003-102_Pre_Healthy,FYB1,6.928973
GBR003-102_Pre_Healthy,PTEN,0.1332
GBR003-102_Pre_Healthy,FOXP3,-2.256658
GBR003-102_Pre_Healthy,SREBF1,-1.822818
GBR003-102_Pre_Healthy,CD36,0.683804
GBR003-102_Pre_Healthy,AXIN1,-0.557968
GBR003-102_Pre_Healthy,KLRK1,-2.172553
GBR003-102_Pre_Healthy,GBP1,-0.198039
GBR003-102_Pre_Healthy,CXCL11,-3.359899
GBR003-102_Pre_Healthy,CXCL10,-0.4483
GBR003-102_Pre_Healthy,RIPK1,-1.181487
GBR003-102_Pre_Healthy,MMP12,8.31221
GBR003-102_Pre_Healthy,REN,-4.302667
GBR003-102_Pre_Healthy,PRF1,-4.219564
GBR003-102_Pre_Healthy,EIF2AK2,-0.491707
GBR003-102_Pre_Healthy,LIF,-3.069505
GBR003-102_Pre_Healthy,BRD3,-0.588407
GBR003-102_Pre_Healthy,IGF2R,-1.090618
GBR003-102_Pre_Healthy,FPR1,-3.056266
GBR003-102_Pre_Healthy,DUSP5,-2.184542
GBR003-102_Pre_Healthy,APC,-0.357106
GBR003-102_Pre_Healthy,HDAC3,-1.271916
GBR003-102_Pre_Healthy,CES3,-3.489189
GBR003-102_Pre_Healthy,OAS2,-0.173635
GBR003-102_Pre_Healthy,HDAC11,-2.213364
GBR003-102_Pre_Healthy,THBS1,0.706766
GBR003-102_Pre_Healthy,SLC11A1,-2.663656
GBR003-102_Pre_Healthy,MAGEA3/A6,-2.805231
GBR003-102_Pre_Healthy,ARID1A,0.811719
GBR003-102_Pre_Healthy,CD48,0.013796
GBR003-102_Pre_Healthy,GZMA,-2.242376
GBR003-102_Pre_Healthy,ICOSLG,-2.887573
GBR003-102_Pre_Healthy,PIK3R5,-2.933398
GBR003-102_Pre_Healthy,GZMM,-3.996178
GBR003-102_Pre_Healthy,WNT5A,-0.239072
GBR003-102_Pre_Healthy,TLR4,-2.22042
GBR003-102_Pre_Healthy,GZMB,-1.619827
GBR003-102_Pre_Healthy,PARP9,0.566665
