sampleId,geneSymbol,expressionLevel
GBR001-101_C2D28_Healthy,KLRD1,-2.495787
GBR001-101_C2D28_Healthy,NFATC2,-0.425769
GBR001-101_C2D28_Healthy,VEGFB,1.014175
GBR001-101_C2D28_Healthy,CDC20,-2.909477
GBR001-101_C2D28_Healthy,OTOA,-4.007761
GBR001-101_C2D28_Healthy,TPSAB1/B2,-0.210113
GBR001-101_C2D28_Healthy,P4HA1,-0.131284
GBR001-101_C2D28_Healthy,P2RY13,-0.643398
GBR001-101_C2D28_Healthy,EXO1,-3.0852
GBR001-101_C2D28_Healthy,CD70,-2.169426
GBR001-101_C2D28_Healthy,DDB2,1.58945
GBR001-101_C2D28_Healthy,NDUFA4L2,0.648723
GBR001-101_C2D28_Healthy,IFITM1,2.474884
GBR001-101_C2D28_Healthy,IFNAR1,0.894636
GBR001-101_C2D28_Healthy,TREM1,-3.727373
GBR001-101_C2D28_Healthy,CXCL13,-1.23351
GBR001-101_C2D28_Healthy,IL22,2.323156
GBR001-101_C2D28_Healthy,TWIST2,-2.060549
GBR001-101_C2D28_Healthy,HLA-DRB1,4.710396
GBR001-101_C2D28_Healthy,FGFR1,0.303882
GBR001-101_C2D28_Healthy,TBXAS1,0.032718
GBR001-101_C2D28_Healthy,NCR1,-3.459396
GBR001-101_C2D28_Healthy,SOX11,-5.363783
GBR001-101_C2D28_Healthy,TLR2,-0.236413
GBR001-101_C2D28_Healthy,TWF1,1.631978
GBR001-101_C2D28_Healthy,CCL5,-0.142761
GBR001-101_C2D28_Healthy,ITGAL,-2.002236
GBR001-101_C2D28_Healthy,MYCT1,-2.307496
GBR001-101_C2D28_Healthy,CD96,-3.034857
GBR001-101_C2D28_Healthy,PROM1,-1.998262
GBR001-101_C2D28_Healthy,OASL,-1.55279
GBR001-101_C2D28_Healthy,IFNG,-3.254588
GBR001-101_C2D28_Healthy,BATF3,-0.600775
GBR001-101_C2D28_Healthy,EZH2,-0.076948
GBR001-101_C2D28_Healthy,IRF5,-0.9867
GBR001-101_C2D28_Healthy,PCK2,-1.720972
GBR001-101_C2D28_Healthy,EPCAM,-3.052456
GBR001-101_C2D28_Healthy,CD19,-5.160156
GBR001-101_C2D28_Healthy,GBP4,0.815361
GBR001-101_C2D28_Healthy,MSH6,-1.041811
GBR001-101_C2D28_Healthy,TNFRSF11B,-3.090472
GBR001-101_C2D28_Healthy,NOTCH1,-0.790217
GBR001-101_C2D28_Healthy,CASP9,-1.56067
GBR001-101_C2D28_Healthy,RAD51C,-2.150223
GBR001-101_C2D28_Healthy,HLA-DMA,2.587707
GBR001-101_C2D28_Healthy,SFRP1,0.898123
GBR001-101_C2D28_Healthy,MAGEA1,-4.239087
GBR001-101_C2D28_Healthy,ENTPD1,0.93361
GBR001-101_C2D28_Healthy,ROCK1,0.019647
GBR001-101_C2D28_Healthy,FCGR2A,0.014052
GBR001-101_C2D28_Healthy,NGFR,-1.253586
GBR001-101_C2D28_Healthy,ALDOC,-0.608638
GBR001-101_C2D28_Healthy,CCNE1,-2.011937
GBR001-101_C2D28_Healthy,ITGAX,-0.795785
GBR001-101_C2D28_Healthy,BLM,-2.669554
GBR001-101_C2D28_Healthy,MLANA,-1.260159
GBR001-101_C2D28_Healthy,JCHAIN,5.312267
GBR001-101_C2D28_Healthy,FCGR1A,-2.434401
GBR001-101_C2D28_Healthy,CD47,2.562171
GBR001-101_C2D28_Healthy,CSF2,-2.256789
GBR001-101_C2D28_Healthy,CDH5,-1.446933
GBR001-101_C2D28_Healthy,SLC7A5,-0.907194
GBR001-101_C2D28_Healthy,GIMAP4,0.512216
GBR001-101_C2D28_Healthy,HIF1A,1.569885
GBR001-101_C2D28_Healthy,CDK2,0.111357
GBR001-101_C2D28_Healthy,PDCD1,-2.925635
GBR001-101_C2D28_Healthy,ATF3,-1.241514
GBR001-101_C2D28_Healthy,TIE1,-1.920911
GBR001-101_C2D28_Healthy,CD44,3.774818
GBR001-101_C2D28_Healthy,ALDOA,4.29774
GBR001-101_C2D28_Healthy,FAS,-1.910464
GBR001-101_C2D28_Healthy,MRE11,-0.361864
GBR001-101_C2D28_Healthy,IL10,-2.659388
GBR001-101_C2D28_Healthy,BMP2,-1.706592
GBR001-101_C2D28_Healthy,BAX,0.088926
GBR001-101_C2D28_Healthy,EIF5AL1,-7.15397
GBR001-101_C2D28_Healthy,KIT,-0.831156
GBR001-101_C2D28_Healthy,CDK6,-0.314592
GBR001-101_C2D28_Healthy,SPIB,-3.7304
GBR001-101_C2D28_Healthy,PFKFB3,-0.682081
GBR001-101_C2D28_Healthy,CXCL12,2.191101
GBR001-101_C2D28_Healthy,CSF3,-3.105437
GBR001-101_C2D28_Healthy,KIR2DL3,-3.173032
GBR001-101_C2D28_Healthy,CD40,-0.011937
GBR001-101_C2D28_Healthy,IRF1,2.211271
GBR001-101_C2D28_Healthy,MGMT,-1.118845
GBR001-101_C2D28_Healthy,GLUD1,1.657013
GBR001-101_C2D28_Healthy,IFI35,0.12753
GBR001-101_C2D28_Healthy,PF4,-3.990231
GBR001-101_C2D28_Healthy,GPSM3,0.322437
GBR001-101_C2D28_Healthy,SLC2A1,-1.300116
GBR001-101_C2D28_Healthy,PLS3 (T-plastin),7.091113
GBR001-101_C2D28_Healthy,IL2,-4.763113
GBR001-101_C2D28_Healthy,CREBBP,6.804046
GBR001-101_C2D28_Healthy,SNAI1,-2.053195
GBR001-101_C2D28_Healthy,CTNNB1,2.848564
GBR001-101_C2D28_Healthy,NOTCH2,1.64799
GBR001-101_C2D28_Healthy,NFKB2,0.364859
GBR001-101_C2D28_Healthy,IL33,-0.97026
GBR001-101_C2D28_Healthy,TREM2,-3.084112
GBR001-101_C2D28_Healthy,CCL26,3.122458
GBR001-101_C2D28_Healthy,LAMC2,-0.785855
GBR001-101_C2D28_Healthy,AQP9,-2.540053
GBR001-101_C2D28_Healthy,NKp30(NCR3),1.366937
GBR001-101_C2D28_Healthy,PRKCA,-1.701158
GBR001-101_C2D28_Healthy,TSLP,-3.224957
GBR001-101_C2D28_Healthy,HLA-DOB,-2.506164
GBR001-101_C2D28_Healthy,ANGPTL4,-0.444809
GBR001-101_C2D28_Healthy,TNFRSF25,-0.035215
GBR001-101_C2D28_Healthy,MS4A4A,1.728811
GBR001-101_C2D28_Healthy,CLEC5A,-3.42367
GBR001-101_C2D28_Healthy,ITGAM,-1.137822
GBR001-101_C2D28_Healthy,MMP9,-1.960278
GBR001-101_C2D28_Healthy,CD7,-2.899881
GBR001-101_C2D28_Healthy,VHL,-2.679246
GBR001-101_C2D28_Healthy,OLFML2B,0.378573
GBR001-101_C2D28_Healthy,IL6,-4.543994
GBR001-101_C2D28_Healthy,TNFRSF1A,1.512156
GBR001-101_C2D28_Healthy,DKK1,-2.695212
GBR001-101_C2D28_Healthy,FANCA,-2.600743
GBR001-101_C2D28_Healthy,TNF,-2.01061
GBR001-101_C2D28_Healthy,LTB,-2.096753
GBR001-101_C2D28_Healthy,PPARGC1B,-2.118405
GBR001-101_C2D28_Healthy,RPS6KB1,-0.53393
GBR001-101_C2D28_Healthy,CD38,-2.321769
GBR001-101_C2D28_Healthy,DTX3L,1.28502
GBR001-101_C2D28_Healthy,TMEM173,-0.273307
GBR001-101_C2D28_Healthy,TYK2,5.660851
GBR001-101_C2D28_Healthy,NEIL1,-1.417716
GBR001-101_C2D28_Healthy,HELLS,-0.798748
GBR001-101_C2D28_Healthy,TGFBR1,0.728601
GBR001-101_C2D28_Healthy,MB21D1,-1.083553
GBR001-101_C2D28_Healthy,CCR2,-2.269411
GBR001-101_C2D28_Healthy,MSH2,-1.89949
GBR001-101_C2D28_Healthy,RAD51,-2.325824
GBR001-101_C2D28_Healthy,TNFRSF18,-2.386429
GBR001-101_C2D28_Healthy,FCGR3A/B,0.888507
GBR001-101_C2D28_Healthy,STAT1,1.778513
GBR001-101_C2D28_Healthy,CTSS,2.727825
GBR001-101_C2D28_Healthy,PDK1,-0.450468
GBR001-101_C2D28_Healthy,ITGAV,1.754212
GBR001-101_C2D28_Healthy,ANGPT1,-3.082204
GBR001-101_C2D28_Healthy,BCL6B,-2.466996
GBR001-101_C2D28_Healthy,CDH2,-4.671826
GBR001-101_C2D28_Healthy,CSF3R,-1.279276
GBR001-101_C2D28_Healthy,RELB,-0.354671
GBR001-101_C2D28_Healthy,HLA-G,7.107902
GBR001-101_C2D28_Healthy,CXCL16,-0.114139
GBR001-101_C2D28_Healthy,IL6R,-0.246923
GBR001-101_C2D28_Healthy,PDGFA,-2.792952
GBR001-101_C2D28_Healthy,PIK3R1,1.647199
GBR001-101_C2D28_Healthy,HK1,0.851784
GBR001-101_C2D28_Healthy,AXL,-0.179858
GBR001-101_C2D28_Healthy,HK2,0.415
GBR001-101_C2D28_Healthy,PDGFRB,1.141627
GBR001-101_C2D28_Healthy,SMAD3,5.323156
GBR001-101_C2D28_Healthy,FADD,-0.930965
GBR001-101_C2D28_Healthy,CD74,6.978927
GBR001-101_C2D28_Healthy,RIPK2,-1.195573
GBR001-101_C2D28_Healthy,CD45RB,-1.090223
GBR001-101_C2D28_Healthy,BAD,-1.006267
GBR001-101_C2D28_Healthy,PKM,4.15065
GBR001-101_C2D28_Healthy,KLRB1,-4.991994
GBR001-101_C2D28_Healthy,ADORA2A,-3.666594
GBR001-101_C2D28_Healthy,IFIT1,-0.76577
GBR001-101_C2D28_Healthy,UBE2T,-3.538844
GBR001-101_C2D28_Healthy,RPL23,4.640216
GBR001-101_C2D28_Healthy,ARG2,-3.330427
GBR001-101_C2D28_Healthy,TGFBR2,2.317401
GBR001-101_C2D28_Healthy,CRABP2,2.279293
GBR001-101_C2D28_Healthy,BLK,-1.802845
GBR001-101_C2D28_Healthy,CCL14,-0.225044
GBR001-101_C2D28_Healthy,CCNB1,0.11556
GBR001-101_C2D28_Healthy,STAT2,1.872104
GBR001-101_C2D28_Healthy,IKBKB,-0.205824
GBR001-101_C2D28_Healthy,ZEB2,1.850668
GBR001-101_C2D28_Healthy,XIAP,5.329205
GBR001-101_C2D28_Healthy,LRRC32,-0.212483
GBR001-101_C2D28_Healthy,IL22RA1,-0.659488
GBR001-101_C2D28_Healthy,ELOB,-2.431218
GBR001-101_C2D28_Healthy,ITGA1,-0.258857
GBR001-101_C2D28_Healthy,IL24,-3.842851
GBR001-101_C2D28_Healthy,PVRIG,-3.013723
GBR001-101_C2D28_Healthy,RB1,0.529606
GBR001-101_C2D28_Healthy,SRP54,0.065635
GBR001-101_C2D28_Healthy,ICAM3,-2.195373
GBR001-101_C2D28_Healthy,CCR5,-2.276062
GBR001-101_C2D28_Healthy,CTLA4,-1.4697
GBR001-101_C2D28_Healthy,GLS,-1.433667
GBR001-101_C2D28_Healthy,GSK3B,5.826294
GBR001-101_C2D28_Healthy,ITGAE,-1.548771
GBR001-101_C2D28_Healthy,MET,-1.689019
GBR001-101_C2D28_Healthy,WNT3A,-3.202561
GBR001-101_C2D28_Healthy,TYMP,3.37921
GBR001-101_C2D28_Healthy,IFI16,3.070601
GBR001-101_C2D28_Healthy,PVR,-1.316216
GBR001-101_C2D28_Healthy,P4HA2,0.054289
GBR001-101_C2D28_Healthy,BRIP1,-2.045394
GBR001-101_C2D28_Healthy,IL10RB,6.434664
GBR001-101_C2D28_Healthy,ESR1,-2.797082
GBR001-101_C2D28_Healthy,DAB2,0.579526
GBR001-101_C2D28_Healthy,DUSP1,2.502977
GBR001-101_C2D28_Healthy,CD8B,-1.086036
GBR001-101_C2D28_Healthy,ACVR1C,-3.92778
GBR001-101_C2D28_Healthy,IL15,-0.444728
GBR001-101_C2D28_Healthy,KIR3DL1,-2.827823
GBR001-101_C2D28_Healthy,CDH1,0.500155
GBR001-101_C2D28_Healthy,HES1,-1.023581
GBR001-101_C2D28_Healthy,IHH,-4.232839
GBR001-101_C2D28_Healthy,CCL19,0.487069
GBR001-101_C2D28_Healthy,C2,-0.02629
GBR001-101_C2D28_Healthy,TLR7,-2.291554
GBR001-101_C2D28_Healthy,IL2RA,-2.90228
GBR001-101_C2D28_Healthy,PRKAA2,-3.038788
GBR001-101_C2D28_Healthy,COL11A2,-3.577711
GBR001-101_C2D28_Healthy,TNFRSF10D,-1.588536
GBR001-101_C2D28_Healthy,SIGLEC8,-4.02955
GBR001-101_C2D28_Healthy,PC,-0.808899
GBR001-101_C2D28_Healthy,IL17A,-4.636715
GBR001-101_C2D28_Healthy,GLI1,-3.494681
GBR001-101_C2D28_Healthy,GNG4,-2.767133
GBR001-101_C2D28_Healthy,LDHB,1.522184
GBR001-101_C2D28_Healthy,GATA3,6.629142
GBR001-101_C2D28_Healthy,DTX4,-3.249071
GBR001-101_C2D28_Healthy,CD3G,-0.919338
GBR001-101_C2D28_Healthy,S100A8,7.028128
GBR001-101_C2D28_Healthy,ZC3H12A,-1.801086
GBR001-101_C2D28_Healthy,IER3,-0.450776
GBR001-101_C2D28_Healthy,CD4,1.124222
GBR001-101_C2D28_Healthy,S100A12,-0.832123
GBR001-101_C2D28_Healthy,CD6,-1.856168
GBR001-101_C2D28_Healthy,CD163,2.730457
GBR001-101_C2D28_Healthy,DUSP2,-2.33007
GBR001-101_C2D28_Healthy,HERC6,-0.135787
GBR001-101_C2D28_Healthy,MRC1,2.611525
GBR001-101_C2D28_Healthy,DLL4,-2.86172
GBR001-101_C2D28_Healthy,SAMSN1,-0.462098
GBR001-101_C2D28_Healthy,CD28,-2.644988
GBR001-101_C2D28_Healthy,TAP2,0.46366
GBR001-101_C2D28_Healthy,ICOS,-2.85022
GBR001-101_C2D28_Healthy,TNFSF12,0.479014
GBR001-101_C2D28_Healthy,IFITM2,2.476994
GBR001-101_C2D28_Healthy,DNMT1,-0.107842
GBR001-101_C2D28_Healthy,TNFSF8,-3.033829
GBR001-101_C2D28_Healthy,TGFB2,-2.956687
GBR001-101_C2D28_Healthy,TMEM140,-0.70036
GBR001-101_C2D28_Healthy,COL11A1,-2.919136
GBR001-101_C2D28_Healthy,GIMAP6,-0.258285
GBR001-101_C2D28_Healthy,IRF4,-1.299167
GBR001-101_C2D28_Healthy,BNIP3,-0.725604
GBR001-101_C2D28_Healthy,FPR3,0.816688
GBR001-101_C2D28_Healthy,HLA-C,4.012707
GBR001-101_C2D28_Healthy,VEGFC,-1.923311
GBR001-101_C2D28_Healthy,SIGLEC1,0.1196
GBR001-101_C2D28_Healthy,BID,-1.578175
GBR001-101_C2D28_Healthy,MAPK10,-3.675543
GBR001-101_C2D28_Healthy,FCN1,-1.040593
GBR001-101_C2D28_Healthy,H2AFX,-1.463005
GBR001-101_C2D28_Healthy,CBLC,-1.597541
GBR001-101_C2D28_Healthy,CASP3,-0.155852
GBR001-101_C2D28_Healthy,CD226,3.209698
GBR001-101_C2D28_Healthy,PIAS4,-1.011676
GBR001-101_C2D28_Healthy,HLA-DRA,5.663792
GBR001-101_C2D28_Healthy,ULBP2,-3.571662
GBR001-101_C2D28_Healthy,CASP1,0.803989
GBR001-101_C2D28_Healthy,MS4A2,-3.063138
GBR001-101_C2D28_Healthy,HSD11B1,-2.100311
GBR001-101_C2D28_Healthy,GAS1,0.34143
GBR001-101_C2D28_Healthy,FUT4,-2.102793
GBR001-101_C2D28_Healthy,CSF1,-0.626524
GBR001-101_C2D28_Healthy,FAM30A,-3.701838
GBR001-101_C2D28_Healthy,ITPK1,-0.289054
GBR001-101_C2D28_Healthy,BCAT1,-1.233391
GBR001-101_C2D28_Healthy,CD80,-1.619741
GBR001-101_C2D28_Healthy,C1QB,4.128707
GBR001-101_C2D28_Healthy,RELN,-2.856268
GBR001-101_C2D28_Healthy,ICAM5,-3.958131
GBR001-101_C2D28_Healthy,MAML2,-0.84202
GBR001-101_C2D28_Healthy,OLR1,-3.293894
GBR001-101_C2D28_Healthy,NFKBIE,-1.473983
GBR001-101_C2D28_Healthy,WNT11,-2.225666
GBR001-101_C2D28_Healthy,LILRA3,-2.066297
GBR001-101_C2D28_Healthy,TNFSF13B,-2.284465
GBR001-101_C2D28_Healthy,AIRE,2.329388
GBR001-101_C2D28_Healthy,TDO2,-3.614567
GBR001-101_C2D28_Healthy,MAP3K5,-0.73718
GBR001-101_C2D28_Healthy,HLA-F,2.839193
GBR001-101_C2D28_Healthy,CD3E,-1.175661
GBR001-101_C2D28_Healthy,RRM2,0.981303
GBR001-101_C2D28_Healthy,C7,-0.652144
GBR001-101_C2D28_Healthy,TNFRSF14,0.632417
GBR001-101_C2D28_Healthy,FCGRT,2.618943
GBR001-101_C2D28_Healthy,WNT2,-5.907665
GBR001-101_C2D28_Healthy,MICB,-1.717194
GBR001-101_C2D28_Healthy,HMGA1,1.021579
GBR001-101_C2D28_Healthy,IL21R,-2.663003
GBR001-101_C2D28_Healthy,CD300A,-0.814348
GBR001-101_C2D28_Healthy,TWIST1,-0.361517
GBR001-101_C2D28_Healthy,IL1RN,-1.880437
GBR001-101_C2D28_Healthy,CXCL1,-1.095634
GBR001-101_C2D28_Healthy,SFXN1,0.289788
GBR001-101_C2D28_Healthy,GNLY,0.523749
GBR001-101_C2D28_Healthy,ULBP5(RAET1G),2.922976
GBR001-101_C2D28_Healthy,NID2,-0.284668
GBR001-101_C2D28_Healthy,NECTIN1,2.529207
GBR001-101_C2D28_Healthy,SERPINA1,-0.198837
GBR001-101_C2D28_Healthy,NKG2C(KLRC2),3.515801
GBR001-101_C2D28_Healthy,PDGFB,-1.054365
GBR001-101_C2D28_Healthy,HLA-B,6.138605
GBR001-101_C2D28_Healthy,VCAM1,-0.247375
GBR001-101_C2D28_Healthy,HLA-DPB1,3.888981
GBR001-101_C2D28_Healthy,HLA-DOA,-0.547525
GBR001-101_C2D28_Healthy,GBP2,2.511999
GBR001-101_C2D28_Healthy,ATM,0.297266
GBR001-101_C2D28_Healthy,PSMB8,1.705875
GBR001-101_C2D28_Healthy,MLH1,-1.683191
GBR001-101_C2D28_Healthy,STAT6,5.770874
GBR001-101_C2D28_Healthy,PLA1A,-3.375493
GBR001-101_C2D28_Healthy,NT5E,0.952212
GBR001-101_C2D28_Healthy,TOX,3.425603
GBR001-101_C2D28_Healthy,PALMD,0.092858
GBR001-101_C2D28_Healthy,UBA7,-0.027711
GBR001-101_C2D28_Healthy,PIK3CD,-0.899237
GBR001-101_C2D28_Healthy,NOD2,-0.371208
GBR001-101_C2D28_Healthy,CEACAM3,-2.062209
GBR001-101_C2D28_Healthy,RIPK3,-1.640704
GBR001-101_C2D28_Healthy,IL1R2,-1.052978
GBR001-101_C2D28_Healthy,JAK1,0.706462
GBR001-101_C2D28_Healthy,LBP,1.61768
GBR001-101_C2D28_Healthy,ENO1,2.96873
GBR001-101_C2D28_Healthy,LILRA1,-2.431218
GBR001-101_C2D28_Healthy,BBS1,-1.283287
