sampleId,geneSymbol,expressionLevel
USA003-103_C2D28_Tumor,RORC,-2.372242
USA003-103_C2D28_Tumor,GSK3A,7.086338
USA003-103_C2D28_Tumor,NECTIN2,-0.264404
USA003-103_C2D28_Tumor,DPP4,-0.090349
USA003-103_C2D28_Tumor,CCL2,0.742523
USA003-103_C2D28_Tumor,HCST,7.019886
USA003-103_C2D28_Tumor,NF1,0.104949
USA003-103_C2D28_Tumor,ULBP4(RAET1E),5.509173
USA003-103_C2D28_Tumor,S100A9,5.038912
USA003-103_C2D28_Tumor,NFKBIA,3.147478
USA003-103_C2D28_Tumor,BNIP3L,2.005567
USA003-103_C2D28_Tumor,CST2,-4.116445
USA003-103_C2D28_Tumor,APOL6,1.042069
USA003-103_C2D28_Tumor,SYCP1,1.979246
USA003-103_C2D28_Tumor,LEF1,7.996798
USA003-103_C2D28_Tumor,BRD4,1.128043
USA003-103_C2D28_Tumor,SLC16A1,-1.104444
USA003-103_C2D28_Tumor,THBD,-0.622626
USA003-103_C2D28_Tumor,TIGIT,-0.538557
USA003-103_C2D28_Tumor,VSIR,-0.864743
USA003-103_C2D28_Tumor,TRIM21,-0.350357
USA003-103_C2D28_Tumor,NBN,-0.631503
USA003-103_C2D28_Tumor,WNT4,-2.979647
USA003-103_C2D28_Tumor,CXCL8,-2.104108
USA003-103_C2D28_Tumor,FGF9,-4.40276
USA003-103_C2D28_Tumor,C5AR1,-4.687159
USA003-103_C2D28_Tumor,TNFRSF1B,1.204156
USA003-103_C2D28_Tumor,HLA-DRB5,-5.675525
USA003-103_C2D28_Tumor,GLUL,3.786127
USA003-103_C2D28_Tumor,LY9,-0.693415
USA003-103_C2D28_Tumor,TAP1,1.930408
USA003-103_C2D28_Tumor,IFIH1,-0.178248
USA003-103_C2D28_Tumor,DEPTOR,-1.606706
USA003-103_C2D28_Tumor,CSF1R,1.425475
USA003-103_C2D28_Tumor,MARCO,-0.012836
USA003-103_C2D28_Tumor,NFIL3,-0.176904
USA003-103_C2D28_Tumor,IKBKG,-0.961229
USA003-103_C2D28_Tumor,CD58,-1.544219
USA003-103_C2D28_Tumor,STAT5A,7.812663
USA003-103_C2D28_Tumor,LOXL2,-3.029665
USA003-103_C2D28_Tumor,SPRY4,-3.153334
USA003-103_C2D28_Tumor,NFAM1,-4.037124
USA003-103_C2D28_Tumor,SYK,-1.356767
USA003-103_C2D28_Tumor,COMP,0.082689
USA003-103_C2D28_Tumor,IFI6,1.066108
USA003-103_C2D28_Tumor,RASGRF1,-2.498664
USA003-103_C2D28_Tumor,HDAC5,-0.250012
USA003-103_C2D28_Tumor,BAMBI,-3.390018
USA003-103_C2D28_Tumor,MAGEC1,-4.98494
USA003-103_C2D28_Tumor,FYN,1.349225
USA003-103_C2D28_Tumor,TNFSF4,-1.567903
USA003-103_C2D28_Tumor,CD274,-2.606085
USA003-103_C2D28_Tumor,PRKACB,-1.537787
USA003-103_C2D28_Tumor,IFIT2,-3.965651
USA003-103_C2D28_Tumor,BRWD1,6.876335
USA003-103_C2D28_Tumor,PPARG,-1.421679
USA003-103_C2D28_Tumor,FYB1,9.346018
USA003-103_C2D28_Tumor,PTEN,0.205047
USA003-103_C2D28_Tumor,FOXP3,-3.280291
USA003-103_C2D28_Tumor,SREBF1,-1.736827
USA003-103_C2D28_Tumor,CD36,0.867628
USA003-103_C2D28_Tumor,AXIN1,-1.2875
USA003-103_C2D28_Tumor,KLRK1,-0.388359
USA003-103_C2D28_Tumor,GBP1,0.349375
USA003-103_C2D28_Tumor,CXCL11,-1.374071
USA003-103_C2D28_Tumor,CXCL10,1.271387
USA003-103_C2D28_Tumor,RIPK1,-0.845328
USA003-103_C2D28_Tumor,MMP12,4.701848
USA003-103_C2D28_Tumor,REN,-5.22373
USA003-103_C2D28_Tumor,PRF1,-1.316199
USA003-103_C2D28_Tumor,EIF2AK2,-0.433916
USA003-103_C2D28_Tumor,LIF,-3.575531
USA003-103_C2D28_Tumor,BRD3,-0.245258
USA003-103_C2D28_Tumor,IGF2R,-0.61867
USA003-103_C2D28_Tumor,FPR1,-2.745599
USA003-103_C2D28_Tumor,DUSP5,-2.434729
USA003-103_C2D28_Tumor,APC,-0.18437
USA003-103_C2D28_Tumor,HDAC3,-1.340537
USA003-103_C2D28_Tumor,CES3,-1.213855
USA003-103_C2D28_Tumor,OAS2,-0.122354
USA003-103_C2D28_Tumor,HDAC11,-3.149534
USA003-103_C2D28_Tumor,THBS1,-0.382305
USA003-103_C2D28_Tumor,SLC11A1,-4.525826
USA003-103_C2D28_Tumor,MAGEA3/A6,-5.311257
USA003-103_C2D28_Tumor,ARID1A,0.512686
USA003-103_C2D28_Tumor,CD48,1.113005
USA003-103_C2D28_Tumor,GZMA,-0.172717
USA003-103_C2D28_Tumor,ICOSLG,-2.801582
USA003-103_C2D28_Tumor,PIK3R5,-1.919557
USA003-103_C2D28_Tumor,GZMM,-3.075939
USA003-103_C2D28_Tumor,WNT5A,-1.587557
USA003-103_C2D28_Tumor,TLR4,-1.542021
USA003-103_C2D28_Tumor,GZMB,-2.54089
USA003-103_C2D28_Tumor,PARP9,0.916629
USA003-103_C2D28_Tumor,LY96,-0.724047
USA003-103_C2D28_Tumor,RAD50,0.06265
USA003-103_C2D28_Tumor,MX1,-0.178758
USA003-103_C2D28_Tumor,CENPF,-2.946279
USA003-103_C2D28_Tumor,SELL,-0.907308
USA003-103_C2D28_Tumor,TNFSF10,2.088723
USA003-103_C2D28_Tumor,LRG1,2.788897
USA003-103_C2D28_Tumor,IL12RB2,-1.645436
USA003-103_C2D28_Tumor,CXCL9,3.104402
USA003-103_C2D28_Tumor,TRAT1,-2.209773
USA003-103_C2D28_Tumor,STC1,-5.076882
USA003-103_C2D28_Tumor,IL2RB,-1.948843
USA003-103_C2D28_Tumor,LILRB4,0.384312
USA003-103_C2D28_Tumor,SOX2,-4.997774
USA003-103_C2D28_Tumor,HCK,-1.049589
USA003-103_C2D28_Tumor,WNT2B,-3.050416
USA003-103_C2D28_Tumor,IL1B,-3.40446
USA003-103_C2D28_Tumor,TLR1,-2.074029
USA003-103_C2D28_Tumor,NKp44(NCR2),2.411536
USA003-103_C2D28_Tumor,CCL22,-0.113609
USA003-103_C2D28_Tumor,ICAM2,-1.313287
USA003-103_C2D28_Tumor,MAP3K12,-2.410028
USA003-103_C2D28_Tumor,JAG1,1.599584
USA003-103_C2D28_Tumor,CCL3/L1,-1.795354
USA003-103_C2D28_Tumor,SOCS1,0.073004
USA003-103_C2D28_Tumor,BCL2,-1.136087
USA003-103_C2D28_Tumor,MAP3K8,0.060475
USA003-103_C2D28_Tumor,MMP1,-6.15629
USA003-103_C2D28_Tumor,CMKLR1,-0.924482
USA003-103_C2D28_Tumor,MAF,8.551656
USA003-103_C2D28_Tumor,NKG2A(KLRC1),5.100191
USA003-103_C2D28_Tumor,TNFRSF17,-3.402545
USA003-103_C2D28_Tumor,TLR8,-2.479884
USA003-103_C2D28_Tumor,TPM1,0.432254
USA003-103_C2D28_Tumor,CXorf36,-2.231274
USA003-103_C2D28_Tumor,NLRP3,-5.896648
USA003-103_C2D28_Tumor,DEFB134,-6.191221
USA003-103_C2D28_Tumor,HLA-DQA2,-1.674031
USA003-103_C2D28_Tumor,IGHM,7.455578
USA003-103_C2D28_Tumor,CX3CR1,-2.229824
USA003-103_C2D28_Tumor,APLNR,-2.76807
USA003-103_C2D28_Tumor,MXI1,-0.858697
USA003-103_C2D28_Tumor,FZD9,-4.28871
USA003-103_C2D28_Tumor,COL4A5,-1.941412
USA003-103_C2D28_Tumor,FCAR,-4.640809
USA003-103_C2D28_Tumor,BRCA2,-1.396128
USA003-103_C2D28_Tumor,SFRP4,-2.250301
USA003-103_C2D28_Tumor,TLR3,-0.69897
USA003-103_C2D28_Tumor,IL2RG,-1.236167
USA003-103_C2D28_Tumor,CD84,0.559671
USA003-103_C2D28_Tumor,HLA-DPA1,2.788072
USA003-103_C2D28_Tumor,RBL2,1.091995
USA003-103_C2D28_Tumor,CCL18,-3.259961
USA003-103_C2D28_Tumor,IRF3,0.725359
USA003-103_C2D28_Tumor,TNFRSF8,-3.436748
USA003-103_C2D28_Tumor,KIR3DL2,-1.722587
USA003-103_C2D28_Tumor,TNFSF13,-1.075881
USA003-103_C2D28_Tumor,CLECL1,-3.048296
USA003-103_C2D28_Tumor,TNFRSF10B,0.064896
USA003-103_C2D28_Tumor,MAGEC2,-6.659599
USA003-103_C2D28_Tumor,CDKN2A,-1.916996
USA003-103_C2D28_Tumor,ADM,-0.529088
USA003-103_C2D28_Tumor,PNOC,-5.111712
USA003-103_C2D28_Tumor,CD247,1.319888
USA003-103_C2D28_Tumor,PTPRC,1.79665
USA003-103_C2D28_Tumor,OAS3,-0.524247
USA003-103_C2D28_Tumor,LAG3,-1.313703
USA003-103_C2D28_Tumor,FOSL1,-3.280396
USA003-103_C2D28_Tumor,EOMES,-1.354827
USA003-103_C2D28_Tumor,IL10RA,-0.567722
USA003-103_C2D28_Tumor,WDR76,-3.120854
USA003-103_C2D28_Tumor,GPC4,-3.561621
USA003-103_C2D28_Tumor,GTSF1,5.392604
USA003-103_C2D28_Tumor,SLAMF7,-3.190917
USA003-103_C2D28_Tumor,RSAD2,-1.187099
USA003-103_C2D28_Tumor,TLR5,-3.003454
USA003-103_C2D28_Tumor,VEGFA,-2.032836
USA003-103_C2D28_Tumor,ULBP3,2.414131
USA003-103_C2D28_Tumor,COL5A1,1.614307
USA003-103_C2D28_Tumor,CD3D,1.37206
USA003-103_C2D28_Tumor,FBP1,-1.386724
USA003-103_C2D28_Tumor,ERO1A,0.175117
USA003-103_C2D28_Tumor,CCL21,-0.462169
USA003-103_C2D28_Tumor,E2F3,-2.452495
USA003-103_C2D28_Tumor,LDHA,3.044591
USA003-103_C2D28_Tumor,MS4A1,-2.935717
USA003-103_C2D28_Tumor,CD69,-0.554017
USA003-103_C2D28_Tumor,SERPINB5,1.654065
USA003-103_C2D28_Tumor,FAP,-1.543283
USA003-103_C2D28_Tumor,ITGA2,-0.807567
USA003-103_C2D28_Tumor,SIGLEC5,-4.018936
USA003-103_C2D28_Tumor,SIRPB2,-2.578159
USA003-103_C2D28_Tumor,EPM2AIP1,-0.655858
USA003-103_C2D28_Tumor,FGF18,-3.397249
USA003-103_C2D28_Tumor,HRAS,0.542175
USA003-103_C2D28_Tumor,CCND1,1.256667
USA003-103_C2D28_Tumor,LAMB3,-0.45744
USA003-103_C2D28_Tumor,IL26,3.048912
USA003-103_C2D28_Tumor,ID4,-0.361947
USA003-103_C2D28_Tumor,ITK,7.834184
USA003-103_C2D28_Tumor,CCL4,-1.853871
USA003-103_C2D28_Tumor,GZMH,-3.029268
USA003-103_C2D28_Tumor,API5,1.614605
USA003-103_C2D28_Tumor,PTGER4,-0.104773
USA003-103_C2D28_Tumor,ITGB8,-1.565712
USA003-103_C2D28_Tumor,TNKS,-1.015606
USA003-103_C2D28_Tumor,CEACAM1,4.476392
USA003-103_C2D28_Tumor,B2M,6.306441
USA003-103_C2D28_Tumor,TP53,0.82037
USA003-103_C2D28_Tumor,MAGEB2,-3.001649
USA003-103_C2D28_Tumor,LYZ,4.565918
USA003-103_C2D28_Tumor,NCAM1,-2.951138
USA003-103_C2D28_Tumor,TCL1A,-4.581961
USA003-103_C2D28_Tumor,HDC,-2.415524
USA003-103_C2D28_Tumor,CD27,0.17533
USA003-103_C2D28_Tumor,SBNO2,0.540533
USA003-103_C2D28_Tumor,PECAM1,0.785289
USA003-103_C2D28_Tumor,SERPINH1,-0.587626
USA003-103_C2D28_Tumor,SPP1,-0.706961
USA003-103_C2D28_Tumor,EGFR,-0.19126
USA003-103_C2D28_Tumor,CASP8,-0.075818
USA003-103_C2D28_Tumor,CCNA1,-5.061873
USA003-103_C2D28_Tumor,TNFAIP3,-1.465892
USA003-103_C2D28_Tumor,CDC25C,-4.111988
USA003-103_C2D28_Tumor,CXCR6,-2.547332
USA003-103_C2D28_Tumor,DLL1,-1.706194
USA003-103_C2D28_Tumor,OAS1,0.922692
USA003-103_C2D28_Tumor,HLA-DQB1,2.212479
USA003-103_C2D28_Tumor,ROBO4,-3.229948
USA003-103_C2D28_Tumor,NFKB1,0.463504
USA003-103_C2D28_Tumor,IFI27,4.247602
USA003-103_C2D28_Tumor,ULBP1,2.996507
USA003-103_C2D28_Tumor,HLA-DMB,0.138258
USA003-103_C2D28_Tumor,CDKN1C,-0.033832
USA003-103_C2D28_Tumor,CEP55,-1.274096
USA003-103_C2D28_Tumor,ARG1,1.221589
USA003-103_C2D28_Tumor,PLOD2,-3.670213
USA003-103_C2D28_Tumor,LAIR1,-0.312053
USA003-103_C2D28_Tumor,SHC2,-3.021882
USA003-103_C2D28_Tumor,STAT3,1.627715
USA003-103_C2D28_Tumor,CCL17,7.632193
USA003-103_C2D28_Tumor,CD45RO,1.337487
USA003-103_C2D28_Tumor,CD2,0.909181
USA003-103_C2D28_Tumor,IL7R,-0.157995
USA003-103_C2D28_Tumor,FLNB,0.189213
USA003-103_C2D28_Tumor,PSMB5,1.457623
USA003-103_C2D28_Tumor,SLC1A5,0.902143
USA003-103_C2D28_Tumor,RICTOR,0.73721
USA003-103_C2D28_Tumor,ZAP70,0.737723
USA003-103_C2D28_Tumor,TNFAIP6,-1.747299
USA003-103_C2D28_Tumor,BTLA,0.215834
USA003-103_C2D28_Tumor,RELA,0.062674
USA003-103_C2D28_Tumor,STAT5B,6.50193
USA003-103_C2D28_Tumor,MMP7,-1.541191
USA003-103_C2D28_Tumor,TCF3,0.083013
USA003-103_C2D28_Tumor,IRF8,1.046876
USA003-103_C2D28_Tumor,NOS2,-3.818611
USA003-103_C2D28_Tumor,A2M,1.721937
USA003-103_C2D28_Tumor,CCL20,-3.439996
USA003-103_C2D28_Tumor,MKI67,-0.390503
USA003-103_C2D28_Tumor,IFNGR1,2.195412
USA003-103_C2D28_Tumor,INHBA,-2.628102
USA003-103_C2D28_Tumor,WNT5B,-3.984109
USA003-103_C2D28_Tumor,CXCL5,-3.650158
USA003-103_C2D28_Tumor,SOX10,-3.036689
USA003-103_C2D28_Tumor,EGR1,0.557555
USA003-103_C2D28_Tumor,STAT4,-0.088156
USA003-103_C2D28_Tumor,IFIT3,-0.893214
USA003-103_C2D28_Tumor,GMIP,-2.051601
USA003-103_C2D28_Tumor,ARNT2,-2.857913
USA003-103_C2D28_Tumor,UBE2C,-1.032721
USA003-103_C2D28_Tumor,IKZF1,7.738073
USA003-103_C2D28_Tumor,CHUK,-0.2397
USA003-103_C2D28_Tumor,T3JAM,6.797932
USA003-103_C2D28_Tumor,GHR,-1.808861
USA003-103_C2D28_Tumor,TPI1,2.610139
USA003-103_C2D28_Tumor,HAVCR2,-1.625518
USA003-103_C2D28_Tumor,GOT2,-1.856356
USA003-103_C2D28_Tumor,PIK3CA,-0.378858
USA003-103_C2D28_Tumor,TNFSF9,-3.170347
USA003-103_C2D28_Tumor,IDO1,0.210078
USA003-103_C2D28_Tumor,APOE,2.389601
USA003-103_C2D28_Tumor,AICDA,0.978436
USA003-103_C2D28_Tumor,LILRB2,-1.355786
USA003-103_C2D28_Tumor,PARP4,-0.26876
USA003-103_C2D28_Tumor,PFKM,-4.568329
USA003-103_C2D28_Tumor,THY1,0.718226
USA003-103_C2D28_Tumor,SAMD9,0.305126
USA003-103_C2D28_Tumor,TGFB1,0.96893
USA003-103_C2D28_Tumor,FCGR3A,5.351683
USA003-103_C2D28_Tumor,CD8A,-0.101592
USA003-103_C2D28_Tumor,SELE,-2.156805
USA003-103_C2D28_Tumor,CDKN2B,-1.291291
USA003-103_C2D28_Tumor,CD5,1.754718
USA003-103_C2D28_Tumor,HLA-A,4.625435
USA003-103_C2D28_Tumor,FZD8,-3.325916
USA003-103_C2D28_Tumor,BCL2L1,0.514651
USA003-103_C2D28_Tumor,TNFRSF9,-0.74455
USA003-103_C2D28_Tumor,XCL1/2,-0.918647
USA003-103_C2D28_Tumor,MAGEA4,-3.547408
USA003-103_C2D28_Tumor,PMS2,-1.051982
USA003-103_C2D28_Tumor,KLRD1,-1.08541
USA003-103_C2D28_Tumor,NFATC2,-0.527678
USA003-103_C2D28_Tumor,VEGFB,0.467416
USA003-103_C2D28_Tumor,CDC20,-2.251163
USA003-103_C2D28_Tumor,OTOA,-3.994978
USA003-103_C2D28_Tumor,TPSAB1/B2,4.120353
USA003-103_C2D28_Tumor,P4HA1,-1.076798
USA003-103_C2D28_Tumor,P2RY13,-1.468024
USA003-103_C2D28_Tumor,EXO1,-4.818293
USA003-103_C2D28_Tumor,CD70,-2.104045
USA003-103_C2D28_Tumor,DDB2,1.146951
USA003-103_C2D28_Tumor,NDUFA4L2,-0.209429
USA003-103_C2D28_Tumor,IFITM1,2.84132
USA003-103_C2D28_Tumor,IFNAR1,1.042585
USA003-103_C2D28_Tumor,TREM1,-3.640108
USA003-103_C2D28_Tumor,CXCL13,-0.421518
USA003-103_C2D28_Tumor,IL22,1.800489
USA003-103_C2D28_Tumor,TWIST2,-3.512126
USA003-103_C2D28_Tumor,HLA-DRB1,3.233463
USA003-103_C2D28_Tumor,FGFR1,0.193062
USA003-103_C2D28_Tumor,TBXAS1,-0.722569
USA003-103_C2D28_Tumor,NCR1,-1.50531
USA003-103_C2D28_Tumor,SOX11,-4.45146
USA003-103_C2D28_Tumor,TLR2,-0.895132
USA003-103_C2D28_Tumor,TWF1,0.179384
USA003-103_C2D28_Tumor,CCL5,1.477435
USA003-103_C2D28_Tumor,ITGAL,-0.405257
USA003-103_C2D28_Tumor,MYCT1,-2.196941
USA003-103_C2D28_Tumor,CD96,-1.73823
USA003-103_C2D28_Tumor,PROM1,-2.853685
USA003-103_C2D28_Tumor,OASL,-1.157288
USA003-103_C2D28_Tumor,IFNG,-3.873708
USA003-103_C2D28_Tumor,BATF3,-1.527638
USA003-103_C2D28_Tumor,EZH2,0.186671
USA003-103_C2D28_Tumor,IRF5,-2.079421
USA003-103_C2D28_Tumor,PCK2,-0.381868
USA003-103_C2D28_Tumor,EPCAM,-3.002427
USA003-103_C2D28_Tumor,CD19,-3.371312
USA003-103_C2D28_Tumor,GBP4,0.953354
USA003-103_C2D28_Tumor,MSH6,-1.834804
USA003-103_C2D28_Tumor,TNFRSF11B,-3.237204
USA003-103_C2D28_Tumor,NOTCH1,-0.772179
USA003-103_C2D28_Tumor,CASP9,-1.417352
USA003-103_C2D28_Tumor,RAD51C,-1.844184
USA003-103_C2D28_Tumor,HLA-DMA,1.214878
USA003-103_C2D28_Tumor,SFRP1,-0.258342
USA003-103_C2D28_Tumor,MAGEA1,-3.171529
USA003-103_C2D28_Tumor,ENTPD1,0.883015
USA003-103_C2D28_Tumor,ROCK1,0.46095
USA003-103_C2D28_Tumor,FCGR2A,0.888177
USA003-103_C2D28_Tumor,NGFR,-0.26964
USA003-103_C2D28_Tumor,ALDOC,-1.361471
USA003-103_C2D28_Tumor,CCNE1,-2.012369
USA003-103_C2D28_Tumor,ITGAX,-0.577896
USA003-103_C2D28_Tumor,BLM,-1.386241
USA003-103_C2D28_Tumor,MLANA,0.420705
USA003-103_C2D28_Tumor,JCHAIN,7.180319
USA003-103_C2D28_Tumor,FCGR1A,-1.730014
USA003-103_C2D28_Tumor,CD47,1.89392
USA003-103_C2D28_Tumor,CSF2,-3.744713
USA003-103_C2D28_Tumor,CDH5,-1.585277
USA003-103_C2D28_Tumor,SLC7A5,-0.410309
USA003-103_C2D28_Tumor,GIMAP4,-0.126434
USA003-103_C2D28_Tumor,HIF1A,0.544287
USA003-103_C2D28_Tumor,CDK2,0.223477
USA003-103_C2D28_Tumor,PDCD1,-2.620572
USA003-103_C2D28_Tumor,ATF3,-1.910543
USA003-103_C2D28_Tumor,TIE1,-1.450954
USA003-103_C2D28_Tumor,CD44,3.289486
USA003-103_C2D28_Tumor,ALDOA,3.481902
USA003-103_C2D28_Tumor,FAS,-2.061574
USA003-103_C2D28_Tumor,MRE11,0.415701
USA003-103_C2D28_Tumor,IL10,-4.349185
USA003-103_C2D28_Tumor,BMP2,-1.918628
